image,target_hash,target_title,target_topic,num_choices,choice_0,choice_1,choice_2,choice_3,choice_4,task
a8f22b02c5b7f814db92f85363d01bf7_0063.png,a8f22b02c5b7f814db92f85363d01bf7,A Deeper Dive Into What Deep Spatiotemporal Networks Encode: Quantifying Static vs. Dynamic Information,5,5,SPPL: probabilistic programming with fast exact symbolic inference,A fault-tolerant pairwise measurement-based code on eight qubits,Tropical geometry and Newton–Okounkov cones for Grassmannian of planes from compactifications,On the general position number of Mycielskian graphs,A Deeper Dive Into What Deep Spatiotemporal Networks Encode: Quantifying Static vs. Dynamic Information,guess-image-title
fa5c0dafd1f66180453a0efd92721cd3_0064.png,fa5c0dafd1f66180453a0efd92721cd3,Web-scale Surface and Syntactic n-gram Features for Dependency Parsing,23,5,Attributed Tree Transducers for Partial Functions,Neural Duplicate Question Detection without Labeled Training Data,Farley-Sabalka's Morse-theory model and the higher topological complexity of ordered configuration spaces on trees,Dichotomizing $k$-vertex-critical $H$-free graphs for $H$ of order four,Web-scale Surface and Syntactic n-gram Features for Dependency Parsing,guess-image-title
aae1c596517d53b53addc1bc7a475bc0_0065.png,aae1c596517d53b53addc1bc7a475bc0,Availability evaluation of IoT systems with Byzantine fault-tolerance for mission-critical applications,6,5,Hybrid KNN-Join: Parallel Nearest Neighbor Searches Exploiting CPU and GPU Architectural Features,New methods to find patches of invisible integer lattice points,Sum and integral sum graphs -- A survey,Device-independent certification of one-shot distillable entanglement,Availability evaluation of IoT systems with Byzantine fault-tolerance for mission-critical applications,guess-image-title
1200f96a7d1358cf89b64eacd1dd8cca_0066.png,1200f96a7d1358cf89b64eacd1dd8cca,A new lower bound for deterministic pop-stack-sorting,22,5,"Learning Chemotherapy Drug Action via Universal Physics-Informed Neural
  Networks",A guide to tropical modifications,"Heaps of Fish: arrays, generalized associativity and heapoids",Improved Bit-Flipping Algorithm for Successive Cancellation Decoding of Polar Codes,A new lower bound for deterministic pop-stack-sorting,guess-image-title
37102352c13cd29c11592a2a5c65699f_0067.png,37102352c13cd29c11592a2a5c65699f,"Skew-symmetric augmented matrices and a characterization of virtual
  doodles",3,5,Learning Probably Approximately Correct Maximin Strategies in Simulation-Based Games with Infinite Strategy Spaces,A new approach to the hot spots conjecture,The Game of Cycles for Grids and Select Theta Graphs,A Size Condition for Diameter Two Orientable Graphs,"Skew-symmetric augmented matrices and a characterization of virtual
  doodles",guess-image-title
835e47b432a08a09ac73018398d1456c_0068.png,835e47b432a08a09ac73018398d1456c,A pumping lemma for non-cooperative self-assembly,17,5,LazySets.jl: Scalable Symbolic-Numeric Set Computations$^*$,Isoperimetric 3- and 4-bubble results on $\mathbb{R}$ with density $|x|$,"Combinatorial Bernoulli Factories: Matchings, Flows and Other Polytopes","Detachable pairs in $3$-connected matroids and simple $3$-connected
  graphs",A pumping lemma for non-cooperative self-assembly,guess-image-title
1d2cc0d41b553be9bffb8607ddc0520c_0069.png,1d2cc0d41b553be9bffb8607ddc0520c,Continuous Edge Chromatic Numbers of Abelian Group Actions,21,5,From Hashgraph to a Family of Atomic Broadcast Algorithms,Clique-width and well-quasi-ordering of triangle-free graph classes,Actor-Critic based Improper Reinforcement Learning,Operator solutions of linear systems and small cancellation,Continuous Edge Chromatic Numbers of Abelian Group Actions,guess-image-title
9b7d2facae17e4f3d1ac9652bc3f0e66_0070.png,9b7d2facae17e4f3d1ac9652bc3f0e66,Combinatorics of ideals of points: a Cerlienco-Mureddu-like approach for an iterative lex game,13,5,Internal Dictionary Matching,"Quasilinear-time eccentricities computation, and more, on median graphs",Tropical curves in abelian surfaces I: enumeration of curves passing through points,Geometrical Representation for Number-theoretic Transforms,Combinatorics of ideals of points: a Cerlienco-Mureddu-like approach for an iterative lex game,guess-image-title
e5268854289436470bdf79a4ea0d2b1c_0071.png,e5268854289436470bdf79a4ea0d2b1c,Incremental processing of noisy user utterances in the spoken language understanding task,2,5,Neural style-preserving visual dubbing,Painting Squares in $Δ^2-1$ Shades,Unextendible product bases from tile structures and their local entanglement-assisted distinguishability,Conjugacy for certain automorphisms of the one-sided shift via transducers,Incremental processing of noisy user utterances in the spoken language understanding task,guess-image-title
84bf42670096fb151de86b15a0137e29_0072.png,84bf42670096fb151de86b15a0137e29,An improved constant factor for the unit distance problem,25,5,Inferring stochastic low-rank recurrent neural networks from neural data,Private Continual Release of Real-Valued Data Streams,Precise Approximation of Convolutional Neural Networks for Homomorphically Encrypted Data,Tilting-completion for gentle algebras,An improved constant factor for the unit distance problem,guess-image-title
53f35a18125442fecdc849fe5e440252_0073.png,53f35a18125442fecdc849fe5e440252,Combinatorics of ideals of points: a Cerlienco-Mureddu-like approach for an iterative lex game,13,5,List-coloring claw-free graphs with $Δ$-1 colors,Barnette's Conjecture,PriViT: Vision Transformers for Fast Private Inference,Shared-memory Exact Minimum Cuts,Combinatorics of ideals of points: a Cerlienco-Mureddu-like approach for an iterative lex game,guess-image-title
bf6951b05f690d9bcd8964739b93910b_0074.png,bf6951b05f690d9bcd8964739b93910b,An information field theory approach to Bayesian state and parameter estimation in dynamical systems,27,5,"Classifying rational polygons with small denominator and few interior
  lattice points",Galois coverings of Schreier graphs of groups generated by bounded automata,Context-Specific Causal Discovery for Categorical Data Using Staged Trees,Amortized Variational Inference for Deep Gaussian Processes,An information field theory approach to Bayesian state and parameter estimation in dynamical systems,guess-image-title
6bc3f09732005f9db290721a7f64dd6a_0075.png,6bc3f09732005f9db290721a7f64dd6a,"Heaps of Fish: arrays, generalized associativity and heapoids",21,5,Star Pattern Fragments: Accessing Knowledge Graphs through Star Patterns,Improved Attention Models for Memory Augmented Neural Network Adaptive Controllers,On merge trees and discrete Morse functions on paths and trees,Towards Verifiable Federated Learning,"Heaps of Fish: arrays, generalized associativity and heapoids",guess-image-title
bdbd8e20d824531946ee60dbc389db8f_0076.png,bdbd8e20d824531946ee60dbc389db8f,Two-stack-sorting with pop stacks,23,5,Performance Analysis of the Solving Algorithm for the Kuramoto Model with Rank One Coupling,"Critical ($P_5$,bull)-free graphs",Contrastive Multi-View Textual-Visual Encoding: Towards One Hundred Thousand-Scale One-Shot Logo Identification✱,On the Use of Key Assignment Schemes in Authentication Protocols,Two-stack-sorting with pop stacks,guess-image-title
7b976acd02abef5fc75dc42735f45f2e_0077.png,7b976acd02abef5fc75dc42735f45f2e,Group Actions on Winning Games of Super Tic-Tac-Toe,13,5,Information-Theoretic Abstractions for Planning in Agents With Computational Constraints,Lifting divisors with imposed ramifications on a generic chain of loops,SMART: Self-supervised Multi-task pretrAining with contRol Transformers,OTEANN: Estimating the Transparency of Orthographies with an Artificial Neural Network,Group Actions on Winning Games of Super Tic-Tac-Toe,guess-image-title
94cd928fc7eed7ee1c7d256ce12732a9_0078.png,94cd928fc7eed7ee1c7d256ce12732a9,"Disruptive RIS for Enhancing Key Generation and Secret Transmission in
  Low-Entropy Environments",6,5,"Exact Algorithms for Multiagent Path Finding with Communication
  Constraints on Tree-Like Structures","Dissection with the Fewest Pieces is Hard, Even to Approximate",Stabilizer extent is not multiplicative,Two-state transfer: a generalization of pair and plus state transfer,"Disruptive RIS for Enhancing Key Generation and Secret Transmission in
  Low-Entropy Environments",guess-image-title
4b44759dfbee33d533bf8935f9d2b2c7_0079.png,4b44759dfbee33d533bf8935f9d2b2c7,When is ACL's Deadline? A Scientific Conversational Agent,33,5,Conditional independences and causal relations implied by sets of equations,The Unbounded Integrality Gap of a Semidefinite Relaxation of the Traveling Salesman Problem,On the effectiveness of persistent homology,Lefschetz numbers and fixed point theory in digital topology,When is ACL's Deadline? A Scientific Conversational Agent,guess-image-title
e73fb9734b8396d7a2a91788fada58ff_0080.png,e73fb9734b8396d7a2a91788fada58ff,Automating the Design of Multigrid Methods with Evolutionary Program Synthesis,22,5,Tailored vertex ordering for faster triangle listing in large graphs,Beyond Topics: Discovering Latent Healthcare Objectives from Event Sequences,ETH-DS3Lab at SemEval-2018 Task 7: Effectively Combining Recurrent and Convolutional Neural Networks for Relation Classification and Extraction,Large batch size training of neural networks with adversarial training and second-order information,Automating the Design of Multigrid Methods with Evolutionary Program Synthesis,guess-image-title
2b3661270ed365731f7a9452d28e7584_0081.png,2b3661270ed365731f7a9452d28e7584,Performance Prediction for Coarse-Grained Locking,23,5,Critical Equimatchable Graphs,Computing Square Colorings on Bounded-Treewidth and Planar Graphs,Soergel Calculus,AVOIDDS: Aircraft Vision-based Intruder Detection Dataset and Simulator,Performance Prediction for Coarse-Grained Locking,guess-image-title
84017063fe68488b34b5ae955878672f_0082.png,84017063fe68488b34b5ae955878672f,Asymptotically Optimal Approximation Algorithms for Coflow Scheduling,22,5,SOAR: A Synthesis Approach for Data Science API Refactoring,On the consistency and asymptotic normality of multiparameter persistent Betti numbers,On flat lossy channel machines,"Coloring, List Coloring, and Painting Squares of Graphs (and other related problems)",Asymptotically Optimal Approximation Algorithms for Coflow Scheduling,guess-image-title
0c64075201f495f646dd55cef73cf9e2_0083.png,0c64075201f495f646dd55cef73cf9e2,1-Dimensional intrinsic persistence of geodesic spaces,20,5,Sampling-Free Learning of Bayesian Quantized Neural Networks,Domination of subcubic planar graphs with large girth,Quadratically enriched binomial coefficients over a finite field,Improved Constructions of Skew-Tolerant Gray Codes,1-Dimensional intrinsic persistence of geodesic spaces,guess-image-title
8663b80920b3cdd84cd4ae2c26a164ac_0084.png,8663b80920b3cdd84cd4ae2c26a164ac,The Age of Gossip in Networks,5,5,Robust and Consistent Estimation of Word Embedding for Bangla Language by fine-tuning Word2Vec Model,Partial Optimality by Pruning for MAP-Inference with General Graphical Models,Geodesic Geometry on Graphs,Computation of Sum of Squares Polynomials from Data Points,The Age of Gossip in Networks,guess-image-title
f95cf33bf5eb9737fea63e3495f187d6_0085.png,f95cf33bf5eb9737fea63e3495f187d6,On the weak Roman domination number of lexicographic product graphs,0,5,Is Imitation All You Need? Generalized Decision-Making with Dual-Phase Training,Tilting-completion for gentle algebras,Multi-source Neural Topic Modeling in Multi-view Embedding Spaces,"High-Accuracy Model-Based Reinforcement Learning, a Survey",On the weak Roman domination number of lexicographic product graphs,guess-image-title
d208999f89388376afeb0c5a6f5e6785_0086.png,d208999f89388376afeb0c5a6f5e6785,Deep Variational Multivariate Information Bottleneck -- A Framework for Variational Losses,26,5,A combinatorial proof of a partition perimeter inequality,LISA: Explaining Recurrent Neural Network Judgments via Layer-wIse Semantic Accumulation and Example to Pattern Transformation,Pursuit-evasion games on Latin square graphs,Matrix Inference in Growing Rank Regimes,Deep Variational Multivariate Information Bottleneck -- A Framework for Variational Losses,guess-image-title
65b7ee65077ef1d847aa426c0d7729bf_0087.png,65b7ee65077ef1d847aa426c0d7729bf,Non-Hausdorff Manifolds via Adjunction Spaces,20,5,Learning Gaussian DAGs from Network Data,Linearity of Gray Codes via Schur Product,CCuantuMM: Cycle-Consistent Quantum-Hybrid Matching of Multiple Shapes,"Sustainable business decision modelling with blockchain and digital
  twins: A survey",Non-Hausdorff Manifolds via Adjunction Spaces,guess-image-title
f8bee739ac25538e5d4660add5bf9dcd_0088.png,f8bee739ac25538e5d4660add5bf9dcd,"Boosting Unsupervised Semantic Segmentation with Principal Mask
  Proposals",2,5,Effective viscosity of semi-dilute suspensions,Inferring extended summary causal graphs from observational time series,Attribution-driven Causal Analysis for Detection of Adversarial Examples,Word-representability of split graphs,"Boosting Unsupervised Semantic Segmentation with Principal Mask
  Proposals",guess-image-title
809d7231dc147747511bc3e86dfa47a9_0089.png,809d7231dc147747511bc3e86dfa47a9,Finding Good Proofs for Answers to Conjunctive Queries Mediated by Lightweight Ontologies (Technical Report),9,5,The SEED Internet Emulator and Its Applications in Cybersecurity Education,CPG graphs: Some structural and hardness results,On a conditional inequality in Kolmogorov complexity and its applications in communication complexity,Linearity of Gray Codes via Schur Product,Finding Good Proofs for Answers to Conjunctive Queries Mediated by Lightweight Ontologies (Technical Report),guess-image-title
285b0e3ffbb1e9019925e5580792c271_0090.png,285b0e3ffbb1e9019925e5580792c271,Detecting Beneficial Feature Interactions for Recommender Systems,4,5,A note on non-regular Bonnet-Myers Sharp Graphs,A Universal Bijection for Catalan Structures,Matrix product operator algebras I: representations of weak Hopf algebras and projected entangled pair states,On cycles and merge trees,Detecting Beneficial Feature Interactions for Recommender Systems,guess-image-title
851bb29aef7c64533eff536ed6c41e70_0091.png,851bb29aef7c64533eff536ed6c41e70,Genetic algorithms for redundancy in interaction testing,29,5,A Firewall Optimization for Threat-Resilient Micro-Segmentation in Power System Networks,New transmission irregular chemical graphs,The Art of the Fugue: Minimizing Interleaving in Collaborative Text Editing,Communication Efficient Algorithms for Top-k Selection Problems,Genetic algorithms for redundancy in interaction testing,guess-image-title
728534398c890d4067f3ef3ddaa6a323_0092.png,728534398c890d4067f3ef3ddaa6a323,Distal Explanations for Model-free Explainable Reinforcement Learning,4,5,Asymptotic bit frequency in Fibonacci words,The Hilton--Zhao Conjecture is True for Graphs with Maximum Degree 4,"Enumerative gadget phenomena for (4, 1)-adinkras",Portfolio management using graph centralities: Review and comparison,Distal Explanations for Model-free Explainable Reinforcement Learning,guess-image-title
aaf06eb511007b43c364a8884a24886b_0093.png,aaf06eb511007b43c364a8884a24886b,"Bi-traceable graphs, the intersection of three longest paths and Hippchen's conjecture",0,5,Streaming approximation resistance of every ordering CSP,Wiki Entity Summarization Benchmark,"A Semi-Formal Verification Methodology for Efficient Configuration
  Coverage of Highly Configurable Digital Designs",Binary Pebbling Algorithms for In-Place Reversal of One-Way Hash Chains,"Bi-traceable graphs, the intersection of three longest paths and Hippchen's conjecture",guess-image-title
7ecf2d3cb77a8c45df6024ad91cbf297_0094.png,7ecf2d3cb77a8c45df6024ad91cbf297,Edge‐maximal graphs on orientable and some nonorientable surfaces,0,5,Characterizing the integer points in 2-decomposable polyhedra by closedness under operations,Parametrization by Horizontal Constraints in the Study of Algorithmic Properties of $\mathbb{Z}^2$-Subshift of Finite Type,Partial Representations of Orderings,Topological Quantum Mechanics on Orbifolds and Orbifold Index,Edge‐maximal graphs on orientable and some nonorientable surfaces,guess-image-title
8651464a2751542b4a2a7ad72e9219b2_0095.png,8651464a2751542b4a2a7ad72e9219b2,A Complete Classification of the Complexity and Rewritability of Ontology-Mediated Queries based on the Description Logic EL,9,5,On the Correctness of Inverted Index Based Public-Key Searchable Encryption Scheme for Multi-time Search,Globular: an online proof assistant for higher-dimensional rewriting,"AgentPeerTalk: Empowering Students through Agentic-AI-Driven Discernment
  of Bullying and Joking in Peer Interactions in Schools",Robust Importance Sampling for Error Estimation in the Context of Optimal Bayesian Transfer Learning,A Complete Classification of the Complexity and Rewritability of Ontology-Mediated Queries based on the Description Logic EL,guess-image-title
87145beea2cb8968c5e8db212adb2d8d_0096.png,87145beea2cb8968c5e8db212adb2d8d,Empirical Evaluation of Abstract Argumentation: Supporting the Need for Bipolar and Probabilistic Approaches,9,5,Entropy Non-increasing Games for the Improvement of Dataflow Programming,Bicoptor: Two-round Secure Three-party Non-linear Computation without Preprocessing for Privacy-preserving Machine Learning,Graph Universal Cycles: Compression and Connections to Universal Cycles,A Comparison Framework for Interleaved Persistence Modules,Empirical Evaluation of Abstract Argumentation: Supporting the Need for Bipolar and Probabilistic Approaches,guess-image-title
b680d7d687e273f9475258dda5ef8929_0097.png,b680d7d687e273f9475258dda5ef8929,$\mathcal{N} = 2$ Orbi-S-Folds,12,5,Chimera States and Seizures in a Mouse Neuronal Model,"""We do not appreciate being experimented on"": Developer and Researcher Views on the Ethics of Experiments on Open-Source Projects",Simple tiles and attractors,New Record-Breaking Condorcet Domains on 10 and 11 Alternatives,$\mathcal{N} = 2$ Orbi-S-Folds,guess-image-title
73ad3f7a93a74c9acd2dd423f2f79cbf_0098.png,73ad3f7a93a74c9acd2dd423f2f79cbf,Solution discovery via reconfiguration for problems in P,22,5,Topological inductive constructions for tight surface graphs,On two subclasses of Motzkin paths and their relation to ternary trees,Forcing constellations of Cichoń's diagram by using the Tukey order,Tropical convexity over max-min semiring,Solution discovery via reconfiguration for problems in P,guess-image-title
869d228527147336e8d9310332f2b7fb_0099.png,869d228527147336e8d9310332f2b7fb,Quantum Entropic Causal Inference,1,5,Updatable Materialization of Approximate Constraints,A Smooth Binary Mechanism for Efficient Private Continual Observation,Specification and Reactive Synthesis of Robust Controllers,Blind identification of an unknown interleaved convolutional code,Quantum Entropic Causal Inference,guess-image-title
bbadd786f8565419d04adb95edddc600_0100.png,bbadd786f8565419d04adb95edddc600,Towards General Text Embeddings with Multi-stage Contrastive Learning,2,5,The Formal Inverse of the Period-Doubling Sequence,Learning Independent Features with Adversarial Nets for Non-linear ICA,Identifiability of direct effects from summary causal graphs,CroCo: Self-Supervised Pre-training for 3D Vision Tasks by Cross-View Completion,Towards General Text Embeddings with Multi-stage Contrastive Learning,guess-image-title
9c7bfe29dcd182e1c2c3b1600ae47c21_0101.png,9c7bfe29dcd182e1c2c3b1600ae47c21,First Order Logic and Twin-Width in Tournaments and Dense Oriented Graphs,0,5,A Uniform Framework for Diagnosis of Discrete-Event Systems With Unreliable Sensors Using Linear Temporal Logic,Encoding de Finetti's coherence within Łukasiewicz logic and MV-algebras,On possible issues of Backus average,Spectral asymptotics and metastability for the linear relaxation Boltzmann equation,First Order Logic and Twin-Width in Tournaments and Dense Oriented Graphs,guess-image-title
4602df3df48f6cd8d23af208a5e45a56_0102.png,4602df3df48f6cd8d23af208a5e45a56,Normal Sequences with Non-Maximal Automatic Complexity,11,5,Discovery data topology with the closure structure. Theoretical and practical aspects,Efficient User-Centric Privacy-Friendly and Flexible Wearable Data Aggregation and Sharing,Cellular Automata on Racks,ARRIVAL: Next Stop in CLS,Normal Sequences with Non-Maximal Automatic Complexity,guess-image-title
ad03151f6a184c368b7183fd0cfd7245_0103.png,ad03151f6a184c368b7183fd0cfd7245,Dependent Random Partitions by Shrinking Toward an Anchor,22,5,An isomorphism between models of graphic arrangements,Non-local computation and the black hole interior,A compositional framework for Markov processes,"Toward identifiability of total effects in summary causal graphs with
  latent confounders: an extension of the front-door criterion",Dependent Random Partitions by Shrinking Toward an Anchor,guess-image-title
2f8ff70c2041b7522072e316ef8d22d1_0104.png,2f8ff70c2041b7522072e316ef8d22d1,A $\dbar$-steepest descent method for oscillatory Riemann-Hilbert problems,8,5,Network Inspection Using Heterogeneous Sensors for Detecting Strategic Attacks,Extension from Precoloured Sets of Edges,A lower bound on the number of colours needed to nicely colour a sphere,The complexity of counting homomorphisms to cactus graphs modulo 2,A $\dbar$-steepest descent method for oscillatory Riemann-Hilbert problems,guess-image-title
02de9037444e9283c40da1a3e9093b23_0105.png,02de9037444e9283c40da1a3e9093b23,Higher algebra of $A_\infty$ and $ΩB As$-algebras in Morse theory II,12,5,Solving Label Variation in Scientific Information Extraction via Multi-Task Learning,Information-Set Decoding for Convolutional Codes,"Heaps of Fish: arrays, generalized associativity and heapoids",A Combinatorial Approach to Flag Codes,Higher algebra of $A_\infty$ and $ΩB As$-algebras in Morse theory II,guess-image-title
0dc96adf6957dd685a16af549a80f3c7_0106.png,0dc96adf6957dd685a16af549a80f3c7,Decreasing paths of polygons,20,5,On the Steganographic Capacity of Selected Learning Models,Entropy Maximization for Partially Observable Markov Decision Processes,Optimal local identifying and local locating-dominating codes,On Fair Virtual Conference Scheduling: Achieving Equitable Participant and Speaker Satisfaction,Decreasing paths of polygons,guess-image-title
43530608a23bb49ca31e82ebd2a138c9_0107.png,43530608a23bb49ca31e82ebd2a138c9,The multicolored graph realization problem,14,5,"Modular operads, distributive laws and a nerve theorem for circuit
  algebras",Topological and Graph-coloring Conditions on the Parameter-independent Stability of Second-order Networked Systems,Semi-Supervised Methods for Out-of-Domain Dependency Parsing,Diameter bound for facet-ridge incidence graphs of geometric lattices,The multicolored graph realization problem,guess-image-title
216a990f09b7461d84b5ec5ab6aebba4_0108.png,216a990f09b7461d84b5ec5ab6aebba4,On the Average Case of MergeInsertion,29,5,"Knowledge Compilation, Width and Quantification",Performance Analysis of the Hybrid IoT Security Model of MQTT and UMA,Performance Modeling of Epidemic Routing in Mobile Social Networks with Emphasis on Scalability,Gradient and Hessian approximations in Derivative Free Optimization,On the Average Case of MergeInsertion,guess-image-title
b0b30cdef4fb133b463b9e8da82ad7cb_0109.png,b0b30cdef4fb133b463b9e8da82ad7cb,SaGe: Web Preemption for Public SPARQL Query Services,6,5,The Game of Arrows on 3-Legged Spider Graphs,Self-Paced Learning for Neural Machine Translation,Extremal $k$-forcing sets in oriented graphs,"Optimising Iteration Scheduling for Full-State Vector Simulation of
  Quantum Circuits on FPGAs",SaGe: Web Preemption for Public SPARQL Query Services,guess-image-title
4782a128daa0cfc9e280a32c26df74a8_0110.png,4782a128daa0cfc9e280a32c26df74a8,StratDef: Strategic defense against adversarial attacks in ML-based malware detection,6,5,The complexity gap in the static analysis of cache accesses grows if procedure calls are added,Redicolouring digraphs: directed treewidth and cycle-degeneracy,Flow equivalence of sofic beta-shifts,"Time-optimal persistent homology representatives for univariate time
  series",StratDef: Strategic defense against adversarial attacks in ML-based malware detection,guess-image-title
d0f6bd4ac4f0064d5b2f032b40ff013c_0111.png,d0f6bd4ac4f0064d5b2f032b40ff013c,On two types of $Z$-monodromy in triangulations of surfaces,20,5,Trees and spectra of Heyting algebras,Enhanced trellis coded multiple access (ETCMA),A Generalization of the Dual Immaculate Quasisymmetric Functions in Partially Commutative Variables,Intensive use of computing resources for dominations in grids and other combinatorial problems,On two types of $Z$-monodromy in triangulations of surfaces,guess-image-title
a77c1442537d61de5ffb97802e8a61ee_0112.png,a77c1442537d61de5ffb97802e8a61ee,The Power Word Problem in Graph Products,0,5,The edge code of hypergraphs,The Homogeneous Broadcast Problem in Narrow and Wide Strips,Kernel methods through the roof: handling billions of points efficiently,Attack-Resilient Supervisory Control of Discrete-Event Systems: A Finite-State Transducer Approach,The Power Word Problem in Graph Products,guess-image-title
b7866cb4f390f069a1d286a5242aba3b_0113.png,b7866cb4f390f069a1d286a5242aba3b,Optimizing Information Access in Networks via Edge Augmentation,5,5,Interaction Graphs: Exponentials,"Circuit Compositions: Exploring Modular Structures in Transformer-Based
  Language Models",Cartesian product graphs and k-tuple total domination,Allowing Blockchain Loans with Low Collateral,Optimizing Information Access in Networks via Edge Augmentation,guess-image-title
96ee30433a3f5b4f1b18ad415d7b1bd9_0114.png,96ee30433a3f5b4f1b18ad415d7b1bd9,Detecting an odd hole,20,5,"A Holistic Approach for Bitcoin Confirmation Times & Optimal Fee
  Selection",On Turedo Hierarchies and Intrinsic Universality,Investigating Cooperativity of Overlapping Community Structures in Social Networks,Platforms for Efficient and Incentive-Aware Collaboration,Detecting an odd hole,guess-image-title
480ffdd274081d3594e68321f34e2d94_0115.png,480ffdd274081d3594e68321f34e2d94,On the homotopy type of complexes of graphs with bounded domination number,0,5,On endomorphism algebras of string almost gentle algebras,Geometrical Representation for Number-theoretic Transforms,On Efficiently Solvable Cases of Quantum k-SAT,Multi-layer Representation Fusion for Neural Machine Translation,On the homotopy type of complexes of graphs with bounded domination number,guess-image-title
03ef7595761613519345a77a997136c7_0116.png,03ef7595761613519345a77a997136c7,Domination of subcubic planar graphs with large girth,0,5,Automatic Trajectory Synthesis for Real-Time Temporal Logic,Polar Codes With Higher-Order Memory,Few-shot learning through contextual data augmentation,Augmenting Knowledge Distillation With Peer-To-Peer Mutual Learning For Model Compression,Domination of subcubic planar graphs with large girth,guess-image-title
af94588f683f7fb489cb46fcdfc60679_0117.png,af94588f683f7fb489cb46fcdfc60679,On Fair Virtual Conference Scheduling: Achieving Equitable Participant and Speaker Satisfaction,13,5,Counting Subwords Occurrences in Base-b Expansions,Approximate Hamming distance in a stream,Stationary Activations for Uncertainty Calibration in Deep Learning,"A constructive characterisation of circuits in the simple $(2,1)$-sparse matroid",On Fair Virtual Conference Scheduling: Achieving Equitable Participant and Speaker Satisfaction,guess-image-title
05ac194080da113642f91be97266d3be_0118.png,05ac194080da113642f91be97266d3be,Parabolic Anderson model with rough noise in space and rough initial conditions,8,5,Adaptive Dimension Reduction and Variational Inference for Transductive Few-Shot Classification,Convergence of the Probabilistic Interpretation of Modulus,On the Longest Paths and the Diameter in Random Apollonian Networks,A Cooperative Perception System Robust to Localization Errors,Parabolic Anderson model with rough noise in space and rough initial conditions,guess-image-title
74b7cb363f84ab4912b3638d80336bde_0119.png,74b7cb363f84ab4912b3638d80336bde,Out-of-time-order correlators and Lyapunov exponents in sparse SYK,30,5,From Noether's Theorem to Bremsstrahlung: a pedagogical introduction to large gauge transformations and classical soft theorems,Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,n-Particle Quantum Statistics on Graphs,Geometrical Representation for Number-theoretic Transforms,Out-of-time-order correlators and Lyapunov exponents in sparse SYK,guess-image-title
a1747133456b86892eff46f18ec05425_0120.png,a1747133456b86892eff46f18ec05425,Incremental Satisfiability Modulo Theory for Verification of Deep Neural Networks,10,5,Evaluation of ChatGPT and Microsoft Bing AI Chat Performances on Physics Exams of Vietnamese National High School Graduation Examination,"Expressive Power of Graph Neural Networks for (Mixed-Integer) Quadratic
  Programs",Strings in abstract root systems,"Sweeps, polytopes, oriented matroids, and allowable graphs of permutations",Incremental Satisfiability Modulo Theory for Verification of Deep Neural Networks,guess-image-title
18d934205aef006ddffcf7da1fad9d23_0121.png,18d934205aef006ddffcf7da1fad9d23,Representation of Context-Specific Causal Models with Observational and Interventional Data,18,5,Making first order linear logic a generating grammar,Data-Flow Guided Slicing,Nondeterministic Stacks in Neural Networks,On the Synchronizing Probability Function and the Triple Rendezvous Time for Synchronizing Automata,Representation of Context-Specific Causal Models with Observational and Interventional Data,guess-image-title
5f82f471fc2a2a9ba1acc40078148ce2_0122.png,5f82f471fc2a2a9ba1acc40078148ce2,KERMIT: Generative Insertion-Based Modeling for Sequences,26,5,The classification of preordered spaces in terms of monotones: complexity and optimization,All Trees are Seven-Cordial,Edge-trewidth: Algorithmic and combinatorial properties,"Toggling, rowmotion, and homomesy on interval-closed sets",KERMIT: Generative Insertion-Based Modeling for Sequences,guess-image-title
1547504cdc82919df68ed22d42984220_0123.png,1547504cdc82919df68ed22d42984220,Persistent Topological Laplacians -- a Survey,20,5,The number of ergodic measures for transitive subshifts under the regular bispecial condition,Topological inductive constructions for tight surface graphs,Determining Distributions of Security Means for WSNs based on the Model of a Neighbourhood Watch,Measuring logic complexity can guide pattern discovery in empirical systems,Persistent Topological Laplacians -- a Survey,guess-image-title
6317be43df666afbf8d5f48a8d6ddf90_0124.png,6317be43df666afbf8d5f48a8d6ddf90,Methodology for 3D sound synthesis of directional acoustic sources by higher-order ambisonics,16,5,Even-hole-free graphs still have bisimplicial vertices,Notes on Computational Graph and Jacobian Accumulation,Uncertainty Quantification for Bayesian CART,An Automata-based Framework for Verification and Bug Hunting in Quantum Circuits (Technical Report),Methodology for 3D sound synthesis of directional acoustic sources by higher-order ambisonics,guess-image-title
00badcf68e7a1c60737d5755dc3a32a8_0125.png,00badcf68e7a1c60737d5755dc3a32a8,Weak equivalence of local independence graphs,0,5,Descriptive Combinatorics and Distributed Algorithms,Leveraging Customer Feedback for Multi-modal Insight Extraction,Fully-dynamic Planarity Testing in Polylogarithmic Time,On Exact Inversion of DPM-Solvers,Weak equivalence of local independence graphs,guess-image-title
d237701bb10a39a0b17a34d18f392ce0_0126.png,d237701bb10a39a0b17a34d18f392ce0,"Revisiting the Folklore Algorithm for Random Access to
  Grammar-Compressed Strings",2,5,Punctured intervals tile $\mathbb Z^3$,On the Algebraic Structure of Linear Trellises,"Weight-space symmetry in deep networks gives rise to permutation saddles, connected by equal-loss valleys across the loss landscape",On the Capacity of an Elemental Two-Way Two-Tier Network,"Revisiting the Folklore Algorithm for Random Access to
  Grammar-Compressed Strings",guess-image-title
